Status,class,category,fdc_id,data_type,description
,,,168215,sr_legacy_food,"Plantains, green, raw"
,,,169130,sr_legacy_food,"Plantains, yellow, raw"
,,,1102693,survey_fndds_food,"Plum, raw"
,,,169949,sr_legacy_food,"Plums, raw"
,,,170432,sr_legacy_food,"Pokeberry shoots, (poke), raw"
,,,1102695,survey_fndds_food,"Pomegranate, raw"
,,,169134,sr_legacy_food,"Pomegranates, raw"
,,,170026,sr_legacy_food,"Potatoes, flesh and skin, raw"
,,,170032,sr_legacy_food,"Potatoes, raw, skin"
,,,170029,sr_legacy_food,"Potatoes, red, flesh and skin, raw"
,,,170027,sr_legacy_food,"Potatoes, russet, flesh and skin, raw (Includes foods for USDA's Food Distribution Program)"
,,,170028,sr_legacy_food,"Potatoes, white, flesh and skin, raw"
,,,167750,sr_legacy_food,"Prickly pears, raw"
,,,167754,sr_legacy_food,"Pummelo, raw"
,,,169270,sr_legacy_food,"Pumpkin flowers, raw"
,,,169272,sr_legacy_food,"Pumpkin leaves, raw"
,,,168448,sr_legacy_food,"Pumpkin, raw"
,,,169274,sr_legacy_food,"Purslane, raw"
,,,168163,sr_legacy_food,"Quinces, raw"
,,,1103135,survey_fndds_food,"Radicchio, raw"
,,,168564,sr_legacy_food,"Radicchio, raw"
,,,170095,sr_legacy_food,"Radish seeds, sprouted, raw"
,,,1103374,survey_fndds_food,"Radish, raw"
,,,168451,sr_legacy_food,"Radishes, oriental, raw"
,,,169276,sr_legacy_food,"Radishes, raw"
,,,170081,sr_legacy_food,"Radishes, white icicle, raw"
,,,1102708,survey_fndds_food,"Raspberries, raw"
,,,167755,sr_legacy_food,"Raspberries, raw"
,,,1103331,survey_fndds_food,"Raw vegetable, NFS"
,,,167758,sr_legacy_food,"Rhubarb, raw"
,,,1103064,survey_fndds_food,"Ripe plantain, raw"
,,,1103106,survey_fndds_food,"Romaine lettuce, raw"
,,,168171,sr_legacy_food,"Rose-apples, raw"
,,,168170,sr_legacy_food,"Roselle, raw"
,,,167783,sr_legacy_food,"Rowal, raw"
,,,1103375,survey_fndds_food,"Rutabaga, raw"
,,,168454,sr_legacy_food,"Rutabagas, raw"
,,,169277,sr_legacy_food,"Salsify, (vegetable oyster), raw"
,,,746775,foundation_food,"Salt, table, iodized"
,,,167759,sr_legacy_food,"Sapodilla, raw"
,,,167760,sr_legacy_food,"Sapote, mamey, raw"
,,,169280,sr_legacy_food,"Seaweed, agar, raw"
,,,168456,sr_legacy_food,"Seaweed, irishmoss, raw"
,,,168457,sr_legacy_food,"Seaweed, kelp, raw"
,,,168458,sr_legacy_food,"Seaweed, laver, raw"
,,,1103376,survey_fndds_food,"Seaweed, raw"
,,,170091,sr_legacy_food,"Seaweed, spirulina, raw"
,,,170496,sr_legacy_food,"Seaweed, wakame, raw"
,,,170144,sr_legacy_food,"Seeds, breadfruit seeds, raw"
,,,170552,sr_legacy_food,"Seeds, breadnut tree seeds, raw"
,,,168591,sr_legacy_food,"Seeds, lotus seeds, raw"
,,,325524,foundation_food,"Seeds, sunflower seed kernels, dry roasted, with salt added"
,,,168459,sr_legacy_food,"Sesbania flower, raw"
,,,170499,sr_legacy_food,"Shallots, raw"
,,,1103377,survey_fndds_food,"Snowpeas, raw"
,,,167761,sr_legacy_food,"Soursop, raw"
,,,174273,sr_legacy_food,"Soy flour, full-fat, raw"
,,,172445,sr_legacy_food,"Soy meal, defatted, raw"
,,,1999630,foundation_food,"Soy milk, unsweetened, plain, shelf stable"
,,,169282,sr_legacy_food,"Soybeans, green, raw"
,,,174270,sr_legacy_food,"Soybeans, mature seeds, raw"
,,,169284,sr_legacy_food,"Soybeans, mature seeds, sprouted, raw"
,,,1999632,foundation_food,"Spinach, baby"
,,,1999633,foundation_food,"Spinach, mature"
,,,1103136,survey_fndds_food,"Spinach, raw"
,,,168462,sr_legacy_food,"Spinach, raw"
,,,170487,sr_legacy_food,"Squash, summer, all varieties, raw"
,,,168464,sr_legacy_food,"Squash, summer, crookneck and straightneck, raw"
,,,169289,sr_legacy_food,"Squash, summer, scallop, raw"
,,,169291,sr_legacy_food,"Squash, summer, zucchini, includes skin, raw"
,,,168472,sr_legacy_food,"Squash, winter, acorn, raw"
,,,170489,sr_legacy_food,"Squash, winter, all varieties, raw"
,,,169295,sr_legacy_food,"Squash, winter, butternut, raw"
,,,168475,sr_legacy_food,"Squash, winter, hubbard, raw"
,,,169298,sr_legacy_food,"Squash, winter, spaghetti, raw"
,,,168565,sr_legacy_food,"Squash, zucchini, baby, raw"
,,,1102656,survey_fndds_food,"Starfruit, raw"
,,,1102711,survey_fndds_food,"Strawberries, canned"
,,,1102712,survey_fndds_food,"Strawberries, frozen"
,,,747448,foundation_food,"Strawberries, raw"
,,,1102710,survey_fndds_food,"Strawberries, raw"
,,,167762,sr_legacy_food,"Strawberries, raw"
,,,1102759,survey_fndds_food,"Strawberry juice, 100%"
,,,169300,sr_legacy_food,"Succotash, (corn and limas), raw"
,,,168175,sr_legacy_food,"Sugar-apples, (sweetsop), raw"
,,,1103379,survey_fndds_food,"Summer squash, green, raw"
,,,1103378,survey_fndds_food,"Summer squash, yellow, raw"
,,,169303,sr_legacy_food,"Sweet potato leaves, raw"
,,,168482,sr_legacy_food,"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)"
,,,167763,sr_legacy_food,"Tamarinds, raw"
,,,169925,sr_legacy_food,"Tangerine juice, raw"
,,,1102601,survey_fndds_food,"Tangerine, raw"
,,,169105,sr_legacy_food,"Tangerines, (mandarin oranges), raw"
,,,168487,sr_legacy_food,"Taro leaves, raw"
,,,168489,sr_legacy_food,"Taro shoots, raw"
,,,169308,sr_legacy_food,"Taro, raw"
,,,169310,sr_legacy_food,"Taro, tahitian, raw"
,,,172475,sr_legacy_food,"Tofu, raw, firm, prepared with calcium sulfate"
,,,172476,sr_legacy_food,"Tofu, raw, regular, prepared with calcium sulfate"
,,,168566,sr_legacy_food,"Tomatillos, raw"
,,,2003596,foundation_food,"Tomato juice, with added ingredients, from concentrate, shelf stable"
,,,1999634,foundation_food,"Tomato, roma"
,,,333281,foundation_food,"Tomatoes, canned, red, ripe, diced"
,,,321360,foundation_food,"Tomatoes, grape, raw"
,,,170456,sr_legacy_food,"Tomatoes, green, raw"
,,,170502,sr_legacy_food,"Tomatoes, orange, raw"
,,,1103276,survey_fndds_food,"Tomatoes, raw"
,,,170457,sr_legacy_food,"Tomatoes, red, ripe, raw, year round average"
,,,170096,sr_legacy_food,"Tomatoes, yellow, raw"
,,,170061,sr_legacy_food,"Turnip greens, raw"
,,,1103380,survey_fndds_food,"Turnip, raw"
,,,170465,sr_legacy_food,"Turnips, raw"
,,,170474,sr_legacy_food,"Vinespinach, (basella), raw"
,,,168583,sr_legacy_food,"Wasabi, root, raw"
,,,170066,sr_legacy_food,"Waterchestnuts, chinese, (matai), raw"
,,,1103166,survey_fndds_food,"Watercress, raw"
,,,170068,sr_legacy_food,"Watercress, raw"
,,,1102698,survey_fndds_food,"Watermelon, raw"
,,,167765,sr_legacy_food,"Watermelon, raw"
,,,170069,sr_legacy_food,"Waxgourd, (chinese preserving melon), raw"
,,,170478,sr_legacy_food,"Winged bean leaves, raw"
,,,170070,sr_legacy_food,"Winged bean tuber, raw"
,,,170476,sr_legacy_food,"Winged beans, immature seeds, raw"
,,,174283,sr_legacy_food,"Winged beans, mature seeds, raw"
,,,1103228,survey_fndds_food,"Winter squash, raw"
,,,170071,sr_legacy_food,"Yam, raw"
,,,170073,sr_legacy_food,"Yambean (jicama), raw"
,,,169222,sr_legacy_food,"Yardlong bean, raw"
,,,174281,sr_legacy_food,"Yardlong beans, mature seeds, raw"
,,,169401,sr_legacy_food,"Yautia (tannier), raw"
,,,330137,foundation_food,"Yogurt, Greek, plain, nonfat"
,,,330415,foundation_food,"Yogurt, Greek, strawberry, nonfat"
